"unique_plant_ID","species","functional_group","date_measurement","date_planting","collector","survival","height_vegetative_str","height_reproductive_str","height_vegetative","height_reproductive","vegetative_width","height_nathan","stem_diameter","leaf_length1","leaf_length2","leaf_length3","leaf_width","petiole_length","number_leaves","number_tillers","number_branches","number_leafclusters","number_flowers","mean_inflorescence_size","herbivory"
"CHE.hi.warm.bare.wf.03.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",400,722,NA,NA,NA,NA,NA,162,121,116,NA,NA,102,NA,NA,NA,14,90,"1"
"CHE.hi.warm.bare.wf.03.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",498,703,NA,NA,NA,NA,NA,145,131,114,NA,NA,126,NA,NA,NA,2,86,"0"
"CHE.hi.ambi.bare.wf.03.01.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",89,NA,NA,NA,NA,NA,NA,70,71,64,NA,NA,36,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.03.08.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",254,423,NA,NA,NA,NA,NA,138,154,143,NA,NA,63,NA,NA,NA,15,55,"0"
"CHE.hi.ambi.bare.wf.03.16.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",279,438,NA,NA,NA,NA,NA,149,129,132,NA,NA,107,NA,NA,NA,15,87,"0"
"CHE.hi.warm.vege.wf.03.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.03.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",160,NA,NA,NA,NA,NA,NA,119,118,136,NA,NA,9,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.03.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",239,NA,NA,NA,NA,NA,NA,174,172,169,NA,NA,18,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.04.01.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",154,NA,NA,NA,NA,NA,NA,121,129,120,NA,NA,62,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.04.08.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",296,472,NA,NA,NA,NA,NA,99,102,83,NA,NA,85,NA,NA,NA,5,58,"0"
"CHE.hi.ambi.bare.wf.04.16.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",256,445,NA,NA,NA,NA,NA,99,101,111,NA,NA,151,NA,NA,NA,1,66,"0"
"CHE.hi.warm.vege.wf.04.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",169,NA,NA,NA,NA,NA,NA,137,104,97,NA,NA,7,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.04.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",177,NA,NA,NA,NA,NA,NA,139,132,129,NA,NA,11,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.04.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",143,NA,NA,NA,NA,NA,NA,111,104,101,NA,NA,9,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.04.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",283,NA,NA,NA,NA,NA,NA,216,188,190,NA,NA,99,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.04.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",586,841,NA,NA,NA,NA,NA,182,169,159,NA,NA,73,NA,NA,NA,18,82,"0"
"CHE.hi.warm.bare.wf.04.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",485,742,NA,NA,NA,NA,NA,202,187,204,NA,NA,128,NA,NA,NA,23,93,"0"
"CHE.hi.ambi.vege.wf.04.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",124,NA,NA,NA,NA,NA,NA,85,85,54,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.04.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",144,NA,NA,NA,NA,NA,NA,92,89,38,NA,NA,3,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.04.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",89,NA,NA,NA,NA,NA,NA,65,63,45,NA,NA,11,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.05.01.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",464,716,NA,NA,NA,NA,NA,166,161,174,NA,NA,60,NA,NA,NA,3,69,"0"
"CHE.hi.ambi.bare.wf.05.08.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",336,531,NA,NA,NA,NA,NA,176,123,149,NA,NA,78,NA,NA,NA,2,51,"0"
"CHE.hi.ambi.bare.wf.05.16.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",371,621,NA,NA,NA,NA,NA,113,108,124,NA,NA,43,NA,NA,NA,1,100,"0"
"CHE.hi.warm.vege.wf.05.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",90,NA,NA,NA,NA,NA,NA,57,54,49,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.05.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",167,NA,NA,NA,NA,NA,NA,121,119,112,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.05.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",173,NA,NA,NA,NA,NA,NA,117,141,124,NA,NA,7,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.05.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",198,NA,NA,NA,NA,NA,NA,154,140,143,NA,NA,55,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.05.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",266,NA,NA,NA,NA,NA,NA,175,201,146,NA,NA,82,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.05.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",26,NA,NA,NA,NA,NA,NA,15,11,7,NA,NA,3,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.05.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",154,NA,NA,NA,NA,NA,NA,121,104,95,NA,NA,7,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.05.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",183,NA,NA,NA,NA,NA,NA,136,111,114,NA,NA,14,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.05.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",118,NA,NA,NA,NA,NA,NA,78,69,67,NA,NA,11,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.06.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",154,NA,NA,NA,NA,NA,NA,127,126,107,NA,NA,39,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.06.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",264,NA,NA,NA,NA,NA,NA,222,208,196,NA,NA,112,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.06.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",184,NA,NA,NA,NA,NA,NA,115,121,104,NA,NA,67,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.06.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",72,NA,NA,NA,NA,NA,NA,53,49,40,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.06.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",91,NA,NA,NA,NA,NA,NA,77,76,48,NA,NA,10,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.06.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",96,NA,NA,NA,NA,NA,NA,75,72,40,NA,NA,3,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.06.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",195,NA,NA,NA,NA,NA,NA,154,140,112,NA,NA,76,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.06.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",110,NA,NA,NA,NA,NA,NA,88,90,76,NA,NA,86,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.06.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",157,305,NA,NA,NA,NA,NA,129,124,125,NA,NA,94,NA,NA,NA,2,45,"0"
"CHE.hi.warm.vege.wf.06.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",115,NA,NA,NA,NA,NA,NA,92,93,54,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.06.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",99,NA,NA,NA,NA,NA,NA,68,72,54,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.06.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",116,NA,NA,NA,NA,NA,NA,95,86,79,NA,NA,11,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.07.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",108,NA,NA,NA,NA,NA,NA,91,86,68,NA,NA,35,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.07.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",184,NA,NA,NA,NA,NA,NA,134,119,120,NA,NA,130,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.07.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",190,NA,NA,NA,NA,NA,NA,146,149,131,NA,NA,73,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.07.01.2","brapin","graminoid",2022-08-02,2021-07-22,"EI","1",18,NA,NA,NA,NA,NA,NA,12,11,NA,NA,NA,2,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.07.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",46,NA,NA,NA,NA,NA,NA,34,35,29,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.07.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",95,NA,NA,NA,NA,NA,NA,68,69,48,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.07.01.1","brapin","graminoid",2022-08-02,2021-06-24,"EI","1",177,NA,NA,NA,NA,NA,NA,130,128,74,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.07.08.1","brapin","graminoid",2022-08-02,2021-06-24,"EI","1",143,NA,NA,NA,NA,NA,NA,111,92,102,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.07.16.1","brapin","graminoid",2022-08-02,2021-06-24,"EI","1",172,NA,NA,NA,NA,NA,NA,133,112,118,NA,NA,15,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.07.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",170,NA,NA,NA,NA,NA,NA,133,135,121,NA,NA,65,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.07.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",126,NA,NA,NA,NA,NA,NA,96,91,100,NA,NA,122,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.07.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",122,NA,NA,NA,NA,NA,NA,90,82,94,NA,NA,68,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.08.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",139,NA,NA,NA,NA,NA,NA,114,108,116,NA,NA,9,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.08.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",99,NA,NA,NA,NA,NA,NA,78,73,59,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.08.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",152,NA,NA,NA,NA,NA,NA,120,109,69,NA,NA,10,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.08.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",272,NA,NA,NA,NA,NA,NA,216,195,186,NA,NA,59,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.08.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",412,634,NA,NA,NA,NA,NA,123,125,124,NA,NA,146,NA,NA,NA,3,50,"0"
"CHE.hi.warm.bare.wf.08.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",282,460,NA,NA,NA,NA,NA,156,139,134,NA,NA,57,NA,NA,NA,1,43,"0"
"CHE.hi.ambi.bare.wf.08.01.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",149,NA,NA,NA,NA,NA,NA,116,136,139,NA,NA,52,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.08.08.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",348,503,NA,NA,NA,NA,NA,168,171,152,NA,NA,88,NA,NA,NA,8,58,"0"
"CHE.hi.ambi.bare.wf.08.16.1","brapin","graminoid",2022-08-02,2021-06-17,"MS","1",283,479,NA,NA,NA,NA,NA,121,134,166,NA,NA,49,NA,NA,NA,7,68,"0"
"CHE.hi.warm.vege.wf.08.01.1","brapin","graminoid",2022-08-02,2021-06-24,"EI","1",188,NA,NA,NA,NA,NA,NA,147,105,102,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.08.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",214,NA,NA,NA,NA,NA,NA,174,136,131,NA,NA,10,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.08.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",144,NA,NA,NA,NA,NA,NA,122,119,114,NA,NA,7,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.09.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",120,NA,NA,NA,NA,NA,NA,92,86,78,NA,NA,59,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.09.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.09.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",438,690,NA,NA,NA,NA,NA,139,114,109,NA,NA,47,NA,NA,NA,2,83,"0"
"CHE.hi.ambi.bare.wf.09.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",181,NA,NA,NA,NA,NA,NA,134,133,116,NA,NA,62,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.09.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",194,309,NA,NA,NA,NA,NA,122,100,101,NA,NA,73,NA,NA,NA,1,39,"0"
"CHE.hi.ambi.bare.wf.09.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",236,378,NA,NA,NA,NA,NA,85,88,81,NA,NA,69,NA,NA,NA,1,49,"0"
"CHE.hi.ambi.vege.wf.09.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",155,NA,NA,NA,NA,NA,NA,110,127,114,NA,NA,9,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.09.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",62,NA,NA,NA,NA,NA,NA,45,43,42,NA,NA,7,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.09.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",154,NA,NA,NA,NA,NA,NA,135,100,89,NA,NA,5,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.09.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",137,NA,NA,NA,NA,NA,NA,108,91,94,NA,NA,9,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.09.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",142,NA,NA,NA,NA,NA,NA,116,107,96,NA,NA,6,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.09.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",178,NA,NA,NA,NA,NA,NA,141,142,128,NA,NA,11,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.10.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",141,NA,NA,NA,NA,NA,NA,106,105,90,NA,NA,7,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.10.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",168,NA,NA,NA,NA,NA,NA,139,115,101,NA,NA,9,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.10.16.1","brapin","graminoid",2022-08-02,2021-06-23,"EI","1",222,NA,NA,NA,NA,NA,NA,172,163,146,NA,NA,29,NA,NA,NA,NA,NA,"1"
"CHE.hi.ambi.vege.wf.10.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",126,NA,NA,NA,NA,NA,NA,100,102,85,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.10.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",153,NA,NA,NA,NA,NA,NA,105,107,111,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.10.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",181,NA,NA,NA,NA,NA,NA,132,136,112,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.10.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",150,NA,NA,NA,NA,NA,NA,105,94,106,NA,NA,54,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.10.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",402,657,NA,NA,NA,NA,NA,132,162,129,NA,NA,148,NA,NA,NA,4,56,"0"
"CHE.hi.warm.bare.wf.10.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",197,NA,NA,NA,NA,NA,NA,160,154,159,NA,NA,88,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.10.01.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",175,NA,NA,NA,NA,NA,NA,139,104,152,NA,NA,158,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.bare.wf.10.08.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",369,612,NA,NA,NA,NA,NA,132,94,133,NA,NA,84,NA,NA,NA,27,115,"0"
"CHE.hi.ambi.bare.wf.10.16.1","brapin","graminoid",2022-08-02,2021-06-17,"EI","1",361,439,NA,NA,NA,NA,NA,119,114,94,NA,NA,32,NA,NA,NA,4,72,"0"
"CHE.lo.ambi.bare.wf.01.01.2","brapin","graminoid",2022-07-19,2021-06-22,"EI","1",405,427,NA,NA,NA,NA,NA,266,230,238,NA,NA,196,NA,NA,NA,1,126,"0"
"CHE.lo.ambi.bare.wf.01.08.2","brapin","graminoid",2022-07-19,2021-06-22,"EI","1",488,NA,NA,NA,NA,NA,NA,328,300,278,NA,NA,27,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.01.16.2","brapin","graminoid",2022-07-19,2021-06-22,"EI","1",577,836,NA,NA,NA,NA,NA,222,218,194,NA,NA,328,NA,NA,NA,52,117,"0"
"CHE.lo.ambi.vege.wf.01.01.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",487,644,NA,NA,NA,NA,NA,116,117,131,NA,NA,24,NA,NA,NA,3,82,"0"
"CHE.lo.ambi.vege.wf.01.08.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",292,NA,NA,NA,NA,NA,NA,200,201,198,NA,NA,9,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.01.16.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",246,NA,NA,NA,NA,NA,NA,143,125,117,NA,NA,18,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.02.01.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",306,NA,NA,NA,NA,NA,NA,207,147,113,NA,NA,5,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.02.08.2","brapin","graminoid",2022-07-26,2021-07-08,"EI","1",107,NA,NA,NA,NA,NA,NA,80,65,48,NA,NA,3,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.02.16.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",230,NA,NA,NA,NA,NA,NA,121,163,147,NA,NA,5,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.02.01.1","brapin","graminoid",2022-07-20,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.02.08.2","brapin","graminoid",2022-07-20,2021-06-21,"EI","1",182,NA,NA,NA,NA,NA,NA,128,105,104,NA,NA,67,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.02.16.2","brapin","graminoid",2022-07-20,2021-06-21,"EI","1",384,705,NA,NA,NA,NA,NA,200,181,172,NA,NA,154,NA,NA,NA,7,58,"0"
"CHE.lo.ambi.vege.wf.03.01.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",355,NA,NA,NA,NA,NA,NA,243,225,245,NA,NA,65,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.03.08.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",375,NA,NA,NA,NA,NA,NA,220,162,170,NA,NA,26,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.03.16.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",447,750,NA,NA,NA,NA,NA,210,192,180,NA,NA,24,NA,NA,NA,2,101,"0"
"CHE.lo.ambi.bare.wf.03.01.2","brapin","graminoid",2022-07-20,2021-06-21,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.03.08.1","brapin","graminoid",2022-07-20,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.03.16.1","brapin","graminoid",2022-07-20,2021-06-16,"EI","1",258,NA,NA,NA,NA,NA,NA,199,182,171,NA,NA,58,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.04.01.1","brapin","graminoid",2022-07-25,2021-06-16,"EI","1",252,NA,NA,NA,NA,NA,NA,132,90,68,NA,NA,3,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.04.08.1","brapin","graminoid",2022-07-25,2021-06-16,"EI","1",369,NA,NA,NA,NA,NA,NA,193,180,165,NA,NA,7,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.04.16.1","brapin","graminoid",2022-07-25,2021-06-16,"EI","1",390,NA,NA,NA,NA,NA,NA,241,218,187,NA,NA,7,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.01.2","brapin","graminoid",2022-07-19,2021-06-22,"EI","1",157,NA,NA,NA,NA,NA,NA,99,120,96,NA,NA,90,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.08.3","brapin","graminoid",2022-07-19,2021-09-21,"EI","1",144,NA,NA,NA,NA,NA,NA,108,77,66,NA,NA,13,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.16.3","brapin","graminoid",2022-07-19,2021-09-21,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.05.01.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",319,NA,NA,NA,NA,NA,NA,198,120,159,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.05.08.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",371,NA,NA,NA,NA,NA,NA,204,188,212,NA,NA,15,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.05.16.1","brapin","graminoid",2022-07-26,2021-06-16,"EI","1",319,NA,NA,NA,NA,NA,NA,158,127,102,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.01.2","brapin","graminoid",2022-07-20,2021-06-21,"EI","1",533,720,NA,NA,NA,NA,NA,192,180,189,NA,NA,84,NA,NA,NA,10,88,"0"
"CHE.lo.ambi.bare.wf.05.08.3","brapin","graminoid",2022-07-20,2021-06-28,"EI","1",550,765,NA,NA,NA,NA,NA,267,261,215,NA,NA,92,NA,NA,NA,24,100,"0"
"CHE.lo.ambi.bare.wf.05.16.2","brapin","graminoid",2022-07-20,2021-06-21,"EI","1",501,717,NA,NA,NA,NA,NA,224,200,209,NA,NA,128,NA,NA,NA,3,99,"0"
"CHE.lo.ambi.vege.wf.06.01.1","brapin","graminoid",2022-07-25,2021-06-16,"EI","1",254,NA,NA,NA,NA,NA,NA,206,204,186,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.06.08.1","brapin","graminoid",2022-07-25,2021-06-16,"EI","1",257,NA,NA,NA,NA,NA,NA,200,152,148,NA,NA,8,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.vege.wf.06.16.1","brapin","graminoid",2022-07-25,2021-06-16,"EI","1",288,NA,NA,NA,NA,NA,NA,227,218,195,NA,NA,21,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.01.2","brapin","graminoid",2022-07-19,2021-06-22,"EI","1",400,NA,NA,NA,NA,NA,NA,263,236,234,NA,NA,87,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.08.2","brapin","graminoid",2022-07-19,2021-06-22,"EI","1",332,735,NA,NA,NA,NA,NA,209,213,210,NA,NA,120,NA,NA,NA,3,75,"0"
"CHE.lo.ambi.bare.wf.06.16.2","brapin","graminoid",2022-07-19,2021-06-22,"EI","1",305,NA,NA,NA,NA,NA,NA,208,192,193,NA,NA,111,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.01.3","broere","graminoid",2022-07-19,2021-09-21,"EI","1",142,NA,NA,NA,NA,NA,NA,109,116,92,NA,NA,19,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.08.2","brapin","graminoid",2022-07-19,2021-06-22,"EI","1",168,NA,NA,NA,NA,NA,NA,126,110,106,NA,NA,49,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.16.2","brapin","graminoid",2022-07-19,2021-06-22,"EI","1",386,671,NA,NA,NA,NA,NA,111,109,103,NA,NA,176,NA,NA,NA,5,89,"0"
